,Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Pick
138,Dwight Howard,18.7,0.696,0.018,0.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,2.8,2.6,5.4,0.197,-1.0,1.2,0.2,0.7,C,34,LAL,69,2.0,18.9,2.9,4.0,0.729,0.001,0.1,0.6,2.9,3.9,0.732,0.735,1.6,3.1,0.514,7.3,0.7,0.4,1.1,1.2,3.2,7.5,2564753,1
139,Dwight Powell,15.9,0.677,0.17,0.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1.0,3.6,0.162,0.4,0.9,1.3,0.9,C,28,DAL,40,37.0,26.5,3.7,5.7,0.638,0.3,1.0,0.256,3.4,4.8,0.716,0.659,1.9,2.8,0.667,5.7,1.5,0.9,0.6,0.9,2.6,9.4,10259375,45
140,Dzanan Musa,9.4,0.484,0.453,0.349,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,-0.3,0.5,0.2,0.016,-3.5,-0.9,-4.4,-0.3,SF,20,BRK,40,0.001,12.2,1.6,4.3,0.372,0.5,2.0,0.244,1.1,2.4,0.479,0.427,1.1,1.5,0.75,2.2,1.1,0.4,0.001,0.9,0.8,4.8,1911600,29
141,ETwaun Moore,11.3,0.51,0.382,0.103,3.2,10.4,6.8,11.0,1.5,0.9,8.1,19.9,0.3,0.7,0.9,0.043,-1.9,-0.8,-2.7,-0.2,SG,30,NOP,56,6.0,18.2,3.3,7.8,0.426,1.1,3.0,0.377,2.2,4.8,0.456,0.498,0.6,0.8,0.689,2.3,1.4,0.6,0.2,0.7,1.4,8.3,8664928,55
142,Ed Davis,9.5,0.489,0.001,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,C,30,UTA,28,1.0,10.8,0.8,1.6,0.478,0.001,0.001,0.3415,0.8,1.6,0.478,0.478,0.3,0.5,0.5,3.8,0.4,0.4,0.3,0.5,2.2,1.8,4767000,13
143,Edmond Sumner,10.1,0.491,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,-0.1,0.5,0.4,0.047,-3.2,0.2,-3.0,-0.1,PG,24,IND,31,3.0,14.4,2.0,4.6,0.43,0.5,1.7,0.264,1.5,2.9,0.528,0.479,0.5,0.9,0.552,1.5,1.8,0.5,0.3,0.7,1.4,4.9,2000000,52
144,Elfrid Payton,16.0,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0.001,0.6,PG,25,NYK,45,36.0,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4.0,8.2,0.482,0.455,1.1,1.9,0.57,4.7,7.2,1.6,0.4,2.1,2.0,10.0,8000000,10
145,Elie Okobo,10.6,0.516,0.392,0.392,2.4,11.6,6.9,21.2,1.6,0.5,15.2,14.8,0.5,0.5,1.0,0.067,-1.9,0.001,-1.9,0.001,PG,22,PHO,55,3.0,13.1,1.3,3.3,0.398,0.5,1.3,0.352,0.9,2.0,0.427,0.467,0.9,1.3,0.704,1.6,2.1,0.4,0.1,0.7,1.0,4.0,1416852,31
146,Emmanuel Mudiay,13.0,0.543,0.266,0.254,2.4,13.5,8.2,20.9,1.4,1.0,17.3,22.6,0.1,0.9,1.0,0.057,-1.8,-0.1,-1.9,0.001,PG,23,UTA,54,2.0,15.7,2.8,6.1,0.462,0.6,1.6,0.345,2.2,4.4,0.504,0.508,1.2,1.5,0.759,2.3,2.1,0.4,0.2,1.4,1.3,7.3,1737145,7
147,Enes Kanter,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,C,27,BOS,58,7.0,16.9,3.4,6.0,0.572,0.001,0.1,0.143,3.4,5.9,0.581,0.573,1.2,1.7,0.707,7.4,1.0,0.4,0.7,1.0,1.7,8.1,4767000,3
148,Eric Bledsoe,17.6,0.571,0.306,0.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,2.4,3.0,5.4,0.157,0.8,1.1,1.8,1.6,PG,30,MIL,61,61.0,27.0,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8.0,0.533,0.528,2.8,3.5,0.79,4.6,5.4,0.9,0.4,2.4,2.1,14.9,15625000,18
149,Eric Gordon,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,SF,31,HOU,36,15.0,28.2,4.8,12.9,0.369,2.7,8.4,0.317,2.1,4.4,0.469,0.473,2.3,3.0,0.766,2.0,1.5,0.6,0.4,1.2,1.9,14.4,14057730,7
150,Eric Paschall,14.5,0.571,0.202,0.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2.0,-2.7,-0.3,PF,23,GSW,60,26.0,27.6,5.3,10.7,0.497,0.6,2.2,0.287,4.7,8.5,0.55,0.526,2.7,3.5,0.774,4.6,2.1,0.5,0.2,1.6,2.1,14.0,898310,41
151,Ersan Ilyasova,14.9,0.589,0.438,0.278,6.6,22.7,15.1,6.6,1.1,1.5,8.8,16.1,1.6,2.0,3.6,0.174,-0.3,0.8,0.4,0.6,PF,32,MIL,63,8.0,15.7,2.3,5.0,0.466,0.8,2.2,0.365,1.5,2.8,0.545,0.546,1.1,1.4,0.828,4.8,0.8,0.4,0.3,0.5,1.5,6.6,7000000,36
152,Evan Fournier,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,SG,27,ORL,66,66.0,31.5,6.6,14.1,0.467,2.6,6.6,0.399,4.0,7.5,0.527,0.56,2.7,3.3,0.818,2.6,3.2,1.1,0.2,1.9,2.4,18.5,17150000,20
153,Evan Turner,6.8,0.424,0.075,0.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2,PG,31,ATL,19,0.001,13.2,1.3,3.5,0.373,0.001,0.3,0.001,1.3,3.3,0.403,0.373,0.6,0.7,0.857,2.0,2.0,0.5,0.4,1.4,1.1,3.3,18606556,2
154,Frank Jackson,9.1,0.51,0.435,0.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,-0.2,0.3,0.2,0.01,-3.3,-2.2,-5.5,-0.7,PG,21,NOP,59,2.0,13.5,2.3,5.6,0.405,0.8,2.4,0.326,1.5,3.2,0.465,0.476,0.9,1.3,0.747,1.4,1.0,0.3,0.1,0.8,1.3,6.3,1618520,31
155,Frank Kaminsky,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3,C,26,PHO,39,13.0,19.9,3.5,7.9,0.45,1.1,3.2,0.331,2.5,4.7,0.53,0.516,1.6,2.3,0.678,4.5,1.9,0.4,0.3,0.9,1.9,9.7,4767000,9
156,Frank Mason,16.9,0.53,0.412,0.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0.001,0.1,PG,25,MIL,9,0.001,13.1,2.6,5.7,0.451,0.7,2.3,0.286,1.9,3.3,0.567,0.51,1.1,1.9,0.588,2.1,3.2,0.6,0.1,1.2,1.2,6.9,79568,34
157,Frank Ntilikina,9.8,0.497,0.411,0.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,PG,21,NYK,57,26.0,20.8,2.3,5.8,0.393,0.8,2.4,0.321,1.5,3.4,0.444,0.459,0.9,1.0,0.864,2.1,3.0,0.9,0.3,1.2,2.5,6.3,4855800,8
158,Fred VanVleet,16.3,0.553,0.484,0.256,1.0,9.9,5.6,27.7,2.5,0.9,12.3,21.7,2.8,3.1,5.8,0.145,1.2,1.4,2.7,2.3,PG,25,TOR,54,54.0,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,3.8,6.6,1.9,0.3,2.2,2.4,17.6,9346153,61
159,Furkan Korkmaz,12.0,0.579,0.632,0.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1.0,-1.3,0.3,SG,22,PHI,72,12.0,21.7,3.4,7.8,0.43,2.0,4.9,0.402,1.4,2.9,0.478,0.557,1.1,1.4,0.755,2.3,1.1,0.6,0.2,0.8,1.4,9.8,1620564,26
160,Gabe Vincent,1.2,0.297,0.73,0.001,0.001,6.5,3.4,10.1,2.9,0.001,2.6,20.2,-0.3,0.1,-0.2,-0.117,-8.5,-1.9,-10.4,-0.2,PG,23,MIA,9,0.001,9.2,0.9,4.1,0.216,0.7,3.0,0.222,0.2,1.1,0.2,0.297,0.001,0.001,0.7735000000000001,0.6,0.7,0.6,0.001,0.1,0.7,2.4,79568,61
161,Garrett Temple,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,SG,33,BRK,62,35.0,27.9,3.6,9.5,0.378,2.0,6.2,0.329,1.5,3.2,0.473,0.486,1.1,1.4,0.805,3.5,2.5,0.8,0.5,1.0,1.7,10.3,4767000,61
162,Garrison Mathews,13.1,0.691,0.821,0.607,2.8,9.0,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,SG,23,WAS,18,0.001,12.6,1.3,3.1,0.429,1.1,2.6,0.413,0.3,0.6,0.5,0.598,1.7,1.9,0.912,1.3,0.6,0.4,0.1,0.4,1.8,5.4,79568,61
163,Gary Clark,10.7,0.568,0.835,0.075,6.8,14.0,10.3,4.1,0.5,3.4,6.8,11.0,0.7,0.5,1.2,0.1,-0.9,-1.0,-1.9,0.001,PF,25,ORL,24,5.0,14.8,1.3,3.1,0.419,0.9,2.5,0.35,0.4,0.6,0.714,0.561,0.1,0.1,1.0,2.9,0.2,0.2,0.6,0.3,1.0,3.6,718765,21
164,Gary Harris,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.4,1.9,0.052,-2.8,0.3,-2.5,-0.2,SG,25,DEN,56,55.0,31.8,3.9,9.3,0.42,1.3,3.8,0.333,2.6,5.5,0.479,0.487,1.3,1.6,0.815,2.9,2.1,1.4,0.3,1.1,2.1,10.4,18189286,19
165,Gary Payton,11.3,0.473,0.397,0.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,0.001,0.4,0.5,0.051,-3.2,1.6,-1.6,0.001,PG,27,WAS,29,17.0,14.9,1.7,4.0,0.414,0.4,1.6,0.283,1.2,2.4,0.5,0.47,0.1,0.3,0.5,2.8,1.7,1.1,0.2,0.7,1.9,3.9,1052909,2
166,Gary Trent,12.9,0.587,0.608,0.102,2.0,5.8,3.9,6.3,1.7,1.0,4.4,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,SG,21,POR,61,8.0,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,1.6,1.0,0.8,0.3,0.3,1.5,8.9,1416852,11
167,Gary Trent,12.9,0.587,0.608,0.102,2.0,5.8,3.9,6.3,1.7,1.0,4.4,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,SG,21,POR,61,8.0,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,1.6,1.0,0.8,0.3,0.3,1.5,8.9,1416852,37
168,George Hill,16.9,0.659,0.468,0.269,4.1,9.3,6.9,19.0,1.7,0.3,11.9,15.5,3.5,2.1,5.5,0.21,1.6,1.3,2.9,1.6,PG,33,MIL,59,2.0,21.5,3.3,6.4,0.516,1.4,3.0,0.46,1.9,3.4,0.565,0.624,1.4,1.7,0.842,3.0,3.1,0.8,0.1,1.0,1.4,9.4,10133907,26
169,Georges Niang,11.7,0.589,0.699,0.075,1.9,12.9,7.6,7.0,0.9,0.4,8.3,17.2,1.0,0.8,1.8,0.092,0.4,-0.5,-0.1,0.4,PF,26,UTA,66,1.0,14.0,2.1,4.9,0.438,1.4,3.4,0.4,0.8,1.5,0.526,0.578,0.3,0.4,0.833,1.9,0.7,0.3,0.1,0.5,1.1,5.9,1645357,50
170,Giannis Antetokounmpo,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6,PF,25,MIL,63,63.0,30.4,10.9,19.7,0.553,1.4,4.7,0.304,9.5,15.0,0.631,0.589,6.3,10.0,0.633,13.6,5.6,1.0,1.0,3.7,3.1,29.5,25842697,15
